MaHoaDon,DiemPhucVu,DiemViTri,DiemChatLuongMonAn,DiemGiaCa,DiemKhongGian,BinhLuan
107193,10,2,9,7,6,Rất hài lòng!
123214,0,0,10,0,1,Dịch vụ kém!
34215,6,3,7,4,3,Không gian chật chội!
149131,9,10,8,3,0,Giá cả hợp lý!
100221,7,9,4,6,0,Không gian chật chội!
130608,10,6,1,2,2,Không ngon!
5450,6,9,9,5,8,Không gian đẹp!
139731,2,8,10,1,0,Không hài lòng!
18498,2,1,2,2,5,Không ngon!
1332,8,10,0,3,2,Không hài lòng!
16397,7,9,10,3,6,Dịch vụ tuyệt vời!
113844,8,8,6,10,6,Không gian đẹp!
33415,0,3,5,0,10,Không gian chật chội!
119947,5,5,0,5,5,Không gian chật chội!
14545,3,8,2,0,5,Dịch vụ kém!
5573,1,8,8,7,7,Không gian đẹp!
107571,10,9,0,6,1,Không hài lòng!
76674,4,4,9,10,4,Rất hài lòng!
129139,2,6,0,8,5,Không hài lòng!
96187,4,9,8,4,0,Không ngon!
53964,4,1,10,9,0,Không ngon!
20366,4,1,4,10,1,Dịch vụ kém!
142248,3,5,0,5,3,Dịch vụ kém!
81503,0,1,8,4,10,Không gian chật chội!
27975,4,2,10,9,5,Giá cả hợp lý!
75476,3,4,7,10,5,Không hài lòng!
83856,9,3,9,8,0,Không gian chật chội!
40961,2,7,2,6,2,Không hài lòng!
27659,7,2,9,10,5,"Ngon, sẽ quay lại!"
123036,10,5,8,10,2,Giá cả hợp lý!
118452,8,7,3,4,4,Không ngon!
115046,10,0,1,8,7,Giá quá đắt!
8372,5,10,6,6,0,Không hài lòng!
12674,2,7,3,7,4,Không hài lòng!
137248,1,2,10,4,3,Không ngon!
14694,2,0,4,1,7,Không hài lòng!
117387,8,0,9,7,6,Dịch vụ tuyệt vời!
136144,7,8,5,5,4,Không hài lòng!
28483,0,0,7,4,9,Không hài lòng!
121232,2,4,9,0,7,Giá quá đắt!
651,5,4,4,5,0,Không gian chật chội!
40505,8,0,1,0,3,Không ngon!
127288,3,8,6,9,8,"Ngon, sẽ quay lại!"
100480,8,1,8,9,7,Không gian đẹp!
16493,6,6,6,5,9,"Ngon, sẽ quay lại!"
79645,3,0,7,1,9,Không gian chật chội!
21031,4,1,4,6,9,Giá quá đắt!
68489,6,8,1,8,3,Không gian chật chội!
23430,4,0,5,0,1,Không hài lòng!
7271,2,8,7,2,1,Không gian chật chội!
32445,6,7,1,9,0,Dịch vụ kém!
125944,2,8,9,3,6,Không hài lòng!
109550,8,3,1,1,6,Không gian chật chội!
62335,9,10,9,4,3,Giá cả hợp lý!
63307,6,3,3,3,2,Không hài lòng!
42681,0,5,4,10,0,Giá quá đắt!
21898,0,9,9,8,7,Rất hài lòng!
21271,10,5,4,1,1,Không gian chật chội!
106915,8,5,8,6,0,Không gian chật chội!
97678,2,7,2,0,5,Không ngon!
36657,10,6,7,9,5,Giá cả hợp lý!
27090,5,10,0,10,2,Không gian chật chội!
32134,2,6,10,8,9,Dịch vụ tuyệt vời!
64183,9,4,1,8,10,Rất hài lòng!
101938,1,9,0,6,5,Giá quá đắt!
89074,7,6,3,9,4,Không gian chật chội!
108623,5,4,9,0,6,Không gian chật chội!
93600,10,4,0,9,8,"Ngon, sẽ quay lại!"
47106,2,5,3,10,10,Rất hài lòng!
40529,0,7,0,3,3,Giá quá đắt!
98071,3,3,10,9,2,Không hài lòng!
113380,6,7,0,8,4,Giá quá đắt!
63334,2,1,0,8,7,Không ngon!
53318,9,6,6,4,5,Dịch vụ tuyệt vời!
137887,5,1,10,9,4,Không hài lòng!
94685,0,2,8,2,5,Giá quá đắt!
23142,8,9,1,8,2,Không hài lòng!
126152,6,2,8,1,6,Giá quá đắt!
146716,10,2,4,3,8,Giá quá đắt!
65455,0,3,8,8,6,Không ngon!
128829,8,9,7,4,2,Không gian đẹp!
25443,8,3,2,2,4,Không hài lòng!
117968,6,0,5,5,4,Dịch vụ kém!
20491,3,4,9,4,7,Không ngon!
34518,9,8,3,7,7,Không gian đẹp!
15903,7,8,9,1,6,Rất hài lòng!
102763,7,5,1,0,10,Giá quá đắt!
112468,8,1,7,2,2,Không gian chật chội!
129398,3,0,7,2,9,Giá quá đắt!
129881,4,8,10,7,0,Giá quá đắt!
36399,8,1,9,4,4,Không ngon!
31333,2,4,0,8,6,Dịch vụ kém!
96007,7,6,2,1,8,Không gian chật chội!
34241,0,1,8,1,0,Không gian chật chội!
148966,2,2,4,1,8,Không gian chật chội!
9024,6,7,9,0,5,Không gian chật chội!
128912,10,2,7,2,6,Không ngon!
47529,1,5,10,10,10,Dịch vụ tuyệt vời!
120243,9,0,10,0,1,Dịch vụ kém!
65387,9,2,7,10,6,"Ngon, sẽ quay lại!"
38357,5,3,8,5,0,Không hài lòng!
79713,1,6,5,2,4,Dịch vụ kém!
100759,6,10,10,1,8,"Ngon, sẽ quay lại!"
104460,5,7,9,4,5,Giá cả hợp lý!
54887,6,5,6,4,6,Không ngon!
6932,0,7,9,8,5,Dịch vụ kém!
21786,9,7,8,10,9,Không gian đẹp!
92381,8,0,5,1,5,Giá quá đắt!
137592,3,4,5,10,6,Không gian chật chội!
76901,3,1,2,1,0,Dịch vụ kém!
29675,4,10,4,3,10,Không gian đẹp!
45112,7,9,0,8,4,Không hài lòng!
141915,5,2,9,6,7,Không hài lòng!
19951,4,5,4,9,10,Dịch vụ tuyệt vời!
78965,1,6,3,7,5,Giá quá đắt!
139532,6,2,2,5,1,Dịch vụ kém!
35314,6,5,10,2,9,Rất hài lòng!
71510,5,2,2,2,5,Không gian chật chội!
2691,10,1,5,1,4,Không ngon!
28151,2,10,9,7,7,Không gian đẹp!
105089,3,6,8,7,6,Không gian đẹp!
94715,6,6,10,5,2,Không gian chật chội!
29149,1,0,8,10,7,Giá quá đắt!
13228,4,5,7,7,9,Dịch vụ tuyệt vời!
79849,10,7,5,1,0,Không gian chật chội!
10955,0,6,4,0,6,Dịch vụ kém!
41019,7,5,2,8,3,Không gian chật chội!
56361,0,4,10,8,7,Giá quá đắt!
12822,1,2,2,1,7,Không ngon!
97078,1,0,4,3,2,Không hài lòng!
65947,10,7,0,10,4,Rất hài lòng!
13935,6,8,9,7,6,"Ngon, sẽ quay lại!"
89027,0,5,1,8,7,Dịch vụ kém!
115579,9,1,6,2,3,Không gian chật chội!
101709,7,8,3,0,9,Không ngon!
38545,2,8,7,10,10,"Ngon, sẽ quay lại!"
108498,7,9,3,6,2,Không hài lòng!
50792,5,0,0,2,5,Không ngon!
20033,1,2,2,7,1,Không hài lòng!
78461,1,3,7,6,0,Không ngon!
130778,5,8,6,3,2,Không gian chật chội!
136282,1,2,4,8,9,Dịch vụ kém!
115953,3,9,0,9,7,Giá quá đắt!
119855,2,5,8,0,6,Giá quá đắt!
112608,5,2,6,1,9,Giá quá đắt!
40953,3,1,4,8,8,Giá quá đắt!
63629,4,6,6,5,8,Giá quá đắt!
83135,7,1,6,9,10,Rất hài lòng!
105117,6,5,9,8,1,Không ngon!
123132,4,4,10,7,4,Không ngon!
67067,0,2,10,10,3,Không ngon!
67757,3,2,2,3,1,Không gian chật chội!
84282,8,7,7,6,4,Không gian đẹp!
35348,2,3,0,0,2,Không gian chật chội!
11569,0,3,6,0,7,Dịch vụ kém!
32998,0,2,6,0,9,Không gian chật chội!
35678,0,6,8,6,2,Giá quá đắt!
135528,4,10,9,5,5,Rất hài lòng!
145230,1,10,7,7,8,"Ngon, sẽ quay lại!"
139297,4,9,5,4,2,Không gian chật chội!
28935,4,10,0,7,7,Không gian chật chội!
103209,3,8,8,5,7,Rất hài lòng!
121293,3,3,2,4,5,Không ngon!
77856,2,1,8,9,6,Không gian chật chội!
132900,10,6,9,3,4,Không gian đẹp!
23257,8,8,0,9,4,Không ngon!
32852,6,8,6,7,10,"Ngon, sẽ quay lại!"
76364,10,3,1,1,4,Dịch vụ kém!
33876,1,1,9,2,8,Không hài lòng!
23640,10,5,4,7,3,Giá quá đắt!
105475,6,7,2,8,1,Không gian chật chội!
5773,9,3,6,2,3,Giá quá đắt!
66028,5,0,6,9,1,Dịch vụ kém!
76056,2,0,4,1,8,Không gian chật chội!
94659,1,1,10,7,2,Không ngon!
100375,4,3,3,2,6,Không ngon!
17479,9,1,5,10,9,Giá cả hợp lý!
43826,9,8,3,5,7,Rất hài lòng!
147285,6,9,0,3,4,Không gian chật chội!
117036,3,8,4,5,7,Không gian chật chội!
45648,7,1,3,3,8,Dịch vụ kém!
63498,2,1,8,4,0,Giá quá đắt!
65734,2,10,0,1,0,Không gian chật chội!
47775,6,0,4,9,7,Không gian chật chội!
122599,10,0,0,5,4,Giá quá đắt!
87667,5,5,2,8,9,Không ngon!
40173,3,9,8,1,1,Không gian chật chội!
68975,10,0,0,0,7,Dịch vụ kém!
131373,8,10,6,9,3,Giá cả hợp lý!
56967,10,1,4,4,9,Giá quá đắt!
94338,0,4,4,3,9,Không gian chật chội!
58559,3,3,3,0,5,Dịch vụ kém!
64612,5,2,8,10,8,Dịch vụ tuyệt vời!
8587,3,9,7,6,3,Giá quá đắt!
111635,10,8,10,9,0,Dịch vụ tuyệt vời!
46067,7,8,4,8,8,Không gian đẹp!
63500,9,4,9,5,1,Không ngon!
59603,6,0,4,4,7,Giá quá đắt!
135553,8,3,1,3,8,Không ngon!
148458,1,4,6,5,1,Dịch vụ kém!
132817,8,2,6,2,6,Giá quá đắt!
110419,10,5,6,7,0,Giá quá đắt!
19226,6,6,9,0,3,Không ngon!
89552,3,3,7,7,2,Không hài lòng!
124887,5,7,0,1,4,Không ngon!
92294,3,8,5,4,4,Không hài lòng!
98049,4,0,6,9,10,Dịch vụ kém!
98703,9,8,8,1,7,Giá cả hợp lý!
26654,6,8,2,7,4,Giá quá đắt!
132686,6,2,0,5,1,Dịch vụ kém!
54247,7,0,5,2,8,Không hài lòng!
2727,2,0,2,4,0,Dịch vụ kém!
118538,9,7,2,7,3,Không gian chật chội!
69399,10,5,2,5,6,Không gian chật chội!
86922,0,8,5,10,1,Giá quá đắt!
145818,4,0,5,2,10,Không ngon!
32315,7,7,10,2,9,"Ngon, sẽ quay lại!"
97922,0,7,5,0,1,Giá quá đắt!
53695,3,0,8,7,8,Không hài lòng!
149633,4,3,4,7,7,Giá quá đắt!
53085,3,5,2,2,0,Dịch vụ kém!
92530,0,4,6,8,6,Dịch vụ kém!
65756,1,4,7,3,5,Không ngon!
121929,5,0,5,9,0,Không hài lòng!
54874,4,5,7,0,3,Giá quá đắt!
2636,3,1,7,3,8,Không hài lòng!
21834,1,2,9,1,1,Giá quá đắt!
99561,3,1,7,10,2,Không ngon!
104262,9,8,10,7,7,Không gian đẹp!
67508,9,10,1,3,5,Không ngon!
111693,7,2,6,5,2,Không gian chật chội!
112528,8,7,6,10,10,Dịch vụ tuyệt vời!
45178,0,7,8,6,10,Rất hài lòng!
23040,6,4,8,4,6,Không ngon!
58362,8,2,6,6,0,Dịch vụ kém!
106986,0,0,1,3,1,Không hài lòng!
104802,7,4,3,9,5,Không hài lòng!
108765,7,6,10,10,7,Rất hài lòng!
123566,5,7,10,8,0,Dịch vụ tuyệt vời!
90962,6,7,6,1,8,Dịch vụ kém!
104842,4,0,2,9,1,Không hài lòng!
136250,10,8,5,4,10,"Ngon, sẽ quay lại!"
101264,2,0,4,6,7,Giá quá đắt!
98967,1,7,9,1,3,Không hài lòng!
109768,9,10,4,4,8,Dịch vụ tuyệt vời!
126861,2,9,7,7,7,Rất hài lòng!
3240,4,1,3,4,3,Không hài lòng!
9847,6,0,0,4,3,Không ngon!
149155,5,8,5,1,10,Không ngon!
138781,9,6,2,1,2,Không hài lòng!
148055,2,9,1,3,2,Không hài lòng!
18000,5,1,10,4,3,Không ngon!
92818,6,3,5,7,3,Không hài lòng!
59151,9,1,4,9,3,Không hài lòng!
74206,9,0,1,7,5,Không ngon!
108824,2,9,8,10,4,Dịch vụ tuyệt vời!
58092,3,8,2,4,3,Dịch vụ kém!
113354,3,2,5,6,4,Dịch vụ kém!
5545,6,5,3,1,2,Dịch vụ kém!
131071,6,2,5,5,5,Không hài lòng!
146191,10,5,8,10,8,Dịch vụ tuyệt vời!
46845,6,0,0,8,2,Giá quá đắt!
102931,4,10,0,9,8,Dịch vụ tuyệt vời!
1371,3,3,4,8,9,Không gian chật chội!
56995,1,7,3,2,1,Không gian chật chội!
147842,2,3,5,1,9,Giá quá đắt!
40179,6,8,10,2,1,Không gian chật chội!
135367,3,7,0,1,10,Không ngon!
84825,3,10,7,5,7,Giá cả hợp lý!
24864,7,4,0,10,7,Không gian chật chội!
57092,6,8,9,5,3,Không gian đẹp!
60039,3,1,7,2,3,Giá quá đắt!
51330,6,1,6,9,7,Không hài lòng!
72741,0,3,3,2,1,Giá quá đắt!
90011,3,3,1,10,0,Không ngon!
3231,6,4,10,0,1,Không ngon!
136740,0,5,8,9,7,Không ngon!
22164,1,7,1,4,5,Không gian chật chội!
113858,3,4,4,9,7,Không hài lòng!
12549,3,4,10,3,3,Không hài lòng!
125116,2,2,2,2,6,Giá quá đắt!
58251,9,8,6,7,3,Không gian đẹp!
45049,5,1,7,8,9,"Ngon, sẽ quay lại!"
11161,9,0,8,9,0,Không gian chật chội!
36608,10,3,1,9,9,Không gian đẹp!
30129,4,7,6,3,10,Giá cả hợp lý!
134227,7,9,10,2,9,Không gian đẹp!
98593,0,7,4,8,9,Dịch vụ kém!
79929,0,1,5,6,9,Giá quá đắt!
48167,3,10,2,3,5,Dịch vụ kém!
16669,0,6,3,1,8,Không ngon!
53290,4,2,5,1,2,Không ngon!
75638,2,6,0,1,3,Không hài lòng!
35860,9,10,9,4,10,Giá cả hợp lý!
145985,7,5,10,9,8,"Ngon, sẽ quay lại!"
34385,2,4,4,10,7,Không hài lòng!
94923,1,1,5,8,4,Dịch vụ kém!
69763,6,1,6,0,8,Giá quá đắt!
1107,1,9,8,4,8,"Ngon, sẽ quay lại!"
85928,0,4,9,7,3,Không gian chật chội!
22659,7,6,3,5,7,Không gian chật chội!
137470,8,5,0,1,8,Dịch vụ kém!
102020,2,5,4,9,1,Dịch vụ kém!
70466,0,1,10,2,8,Dịch vụ kém!
94926,5,2,4,6,6,Không hài lòng!
142219,7,3,9,9,10,Rất hài lòng!
7378,2,7,1,5,4,Không gian chật chội!
25965,9,0,9,9,2,Dịch vụ kém!
65528,2,9,2,1,1,Dịch vụ kém!
47131,4,7,7,2,1,Không ngon!
32102,3,5,5,5,4,Không hài lòng!
6485,6,10,7,3,1,Không hài lòng!
102321,7,8,2,3,6,Không ngon!
55077,1,2,2,4,2,Không hài lòng!
41495,10,2,2,8,0,Không ngon!
90636,10,5,1,2,7,Giá quá đắt!
4045,7,1,3,5,2,Dịch vụ kém!
146791,4,0,5,10,7,Không ngon!
96728,3,10,9,1,5,Dịch vụ kém!
29941,1,6,7,2,10,Không gian chật chội!
25817,10,6,1,8,8,Không gian đẹp!
6221,9,4,10,0,0,Không hài lòng!
16661,4,5,9,1,0,Không gian chật chội!
98233,1,10,0,5,10,Không gian chật chội!
27084,0,6,3,10,2,Giá quá đắt!
73633,4,9,2,2,6,Không ngon!
61652,1,8,10,9,8,Giá cả hợp lý!
74750,7,7,3,6,2,Dịch vụ kém!
143623,0,0,2,2,5,Không gian chật chội!
102536,3,10,2,7,1,Không ngon!
53547,0,10,9,7,4,"Ngon, sẽ quay lại!"
93290,6,0,9,4,5,Giá quá đắt!
6355,3,3,4,10,1,Không hài lòng!
83350,10,4,4,6,0,Giá quá đắt!
145037,7,2,10,1,0,Dịch vụ kém!
78778,8,6,4,5,0,Dịch vụ kém!
27941,8,5,6,2,10,"Ngon, sẽ quay lại!"
99748,8,10,1,10,5,Không gian đẹp!
5288,5,2,8,9,9,Không gian đẹp!
110309,7,4,5,1,3,Không ngon!
33343,10,10,6,10,1,Dịch vụ tuyệt vời!
83939,9,3,8,3,1,Không gian chật chội!
41755,4,9,7,7,3,"Ngon, sẽ quay lại!"
136355,0,10,7,9,9,"Ngon, sẽ quay lại!"
27049,2,7,5,8,5,Không ngon!
1195,8,9,9,2,2,Rất hài lòng!
31208,0,0,4,7,3,Không hài lòng!
86636,3,8,8,8,3,Rất hài lòng!
76009,1,7,0,5,0,Không ngon!
100060,5,0,0,9,5,Không ngon!
46989,0,5,10,7,8,Dịch vụ tuyệt vời!
11026,9,3,10,10,1,"Ngon, sẽ quay lại!"
95862,5,7,2,4,9,Không hài lòng!
149697,9,10,3,4,8,Dịch vụ tuyệt vời!
46374,5,3,6,0,2,Giá quá đắt!
85073,4,8,5,3,4,Không hài lòng!
5941,6,8,5,4,7,Không gian đẹp!
57465,6,5,0,2,0,Không gian chật chội!
64797,1,3,8,1,4,Không ngon!
10888,7,1,8,0,1,Dịch vụ kém!
56291,0,7,2,5,5,Giá quá đắt!
137103,10,1,6,8,9,Rất hài lòng!
127957,7,8,5,1,1,Không ngon!
85124,3,4,1,6,0,Dịch vụ kém!
128599,10,7,2,0,3,Không hài lòng!
92566,4,7,2,8,4,Không gian chật chội!
12754,10,10,4,3,10,"Ngon, sẽ quay lại!"
89179,5,10,5,2,4,Không ngon!
77027,8,4,10,6,3,Giá cả hợp lý!
133400,9,2,0,4,9,Giá quá đắt!
124277,5,5,3,9,0,Không gian chật chội!
63227,3,1,7,2,2,Giá quá đắt!
33078,1,9,9,6,2,Không gian chật chội!
84594,2,4,2,10,1,Không gian chật chội!
131188,10,4,10,0,4,Không hài lòng!
148606,7,9,10,3,0,Không gian chật chội!
134041,6,5,5,4,9,Không hài lòng!
44705,10,6,8,10,3,Giá cả hợp lý!
67635,0,2,0,3,8,Dịch vụ kém!
11993,2,7,5,10,10,"Ngon, sẽ quay lại!"
1979,8,3,10,2,1,Không hài lòng!
81945,1,2,7,2,10,Không gian chật chội!
148589,10,2,0,1,7,Không hài lòng!
103165,8,7,3,6,0,Giá quá đắt!
91928,9,3,2,7,4,Không ngon!
24374,4,9,7,9,3,Dịch vụ tuyệt vời!
39217,6,0,8,2,1,Dịch vụ kém!
27286,9,6,10,10,2,Rất hài lòng!
29040,4,10,5,7,6,Dịch vụ tuyệt vời!
18556,3,0,7,3,3,Không hài lòng!
140209,1,7,9,7,10,Giá cả hợp lý!
15832,3,10,7,9,2,Giá cả hợp lý!
79580,7,5,9,7,0,Dịch vụ kém!
137844,0,1,2,2,8,Dịch vụ kém!
85378,1,5,3,9,8,Không gian chật chội!
66217,5,2,8,3,0,Không hài lòng!
11063,0,0,10,0,7,Giá quá đắt!
123175,9,0,0,2,4,Không ngon!
57858,7,4,0,1,3,Dịch vụ kém!
84860,8,4,0,1,1,Không gian chật chội!
129352,7,3,8,4,8,"Ngon, sẽ quay lại!"
85676,8,8,6,5,0,Không hài lòng!
41536,10,3,10,9,3,Không gian đẹp!
15874,5,0,1,8,6,Dịch vụ kém!
45585,3,1,1,4,4,Không gian chật chội!
121911,3,0,2,2,6,Dịch vụ kém!
101930,7,8,2,0,10,Không ngon!
60014,7,6,6,6,2,Dịch vụ kém!
36802,3,6,0,9,9,Giá quá đắt!
20679,6,6,4,3,2,Không gian chật chội!
94842,9,10,9,2,2,Dịch vụ tuyệt vời!
54854,8,1,9,5,5,Không ngon!
132445,0,4,8,8,5,Không gian chật chội!
138513,9,8,6,4,3,Giá cả hợp lý!
101821,0,7,10,5,7,Giá quá đắt!
13657,10,9,3,3,6,Rất hài lòng!
123274,6,10,8,1,3,Không hài lòng!
147435,3,8,4,1,7,Giá quá đắt!
128826,8,4,1,2,10,Giá quá đắt!
20229,8,9,3,6,0,Giá quá đắt!
110719,6,8,4,1,8,Không ngon!
118050,7,5,2,3,7,Giá quá đắt!
94512,8,8,5,7,7,Giá cả hợp lý!
42335,2,0,6,9,10,Dịch vụ kém!
122868,8,7,1,10,8,Không gian đẹp!
16138,9,1,9,4,3,Dịch vụ kém!
44112,7,10,8,0,1,Không ngon!
117156,4,2,10,3,10,Dịch vụ kém!
21173,10,9,10,10,4,Dịch vụ tuyệt vời!
95620,4,4,5,7,3,Không ngon!
146738,5,4,5,2,7,Dịch vụ kém!
132444,8,3,1,3,4,Không hài lòng!
41219,3,4,9,3,4,Không gian chật chội!
128654,5,4,9,4,10,Không gian đẹp!
111067,9,0,7,1,8,Không gian chật chội!
13762,10,1,7,8,4,Không gian đẹp!
92129,0,9,3,1,4,Không ngon!
96026,3,2,2,2,2,Dịch vụ kém!
111342,1,2,9,2,7,Không hài lòng!
55526,5,10,2,10,7,"Ngon, sẽ quay lại!"
41211,10,10,10,3,8,"Ngon, sẽ quay lại!"
16340,4,4,3,2,2,Dịch vụ kém!
135679,10,5,2,2,5,Không ngon!
97106,1,7,0,7,3,Không ngon!
74880,5,5,6,0,2,Dịch vụ kém!
37203,10,3,0,3,3,Không gian chật chội!
140368,2,7,1,6,0,Không gian chật chội!
8161,3,7,7,0,8,Không gian chật chội!
5819,8,7,0,9,8,Dịch vụ tuyệt vời!
23962,9,4,8,10,8,Không gian đẹp!
142086,7,4,7,3,0,Giá quá đắt!
76498,3,8,6,3,6,Không ngon!
126765,8,1,7,10,7,Dịch vụ tuyệt vời!
77149,8,6,8,0,6,Không gian chật chội!
73589,2,1,9,9,4,Giá quá đắt!
55114,0,2,5,4,9,Không hài lòng!
46903,4,9,3,8,1,Dịch vụ kém!
33595,4,4,2,10,4,Không hài lòng!
83799,3,5,1,7,7,Dịch vụ kém!
53076,10,6,8,9,6,Dịch vụ tuyệt vời!
131945,7,3,2,0,5,Giá quá đắt!
116270,4,6,5,2,4,Không ngon!
24310,2,8,4,9,9,Dịch vụ tuyệt vời!
58736,0,2,6,3,3,Giá quá đắt!
30140,5,9,5,6,1,Không ngon!
87106,7,6,8,1,10,Rất hài lòng!
31659,7,10,7,2,6,"Ngon, sẽ quay lại!"
39131,10,6,9,3,2,Không gian đẹp!
35937,2,2,10,2,10,Không gian chật chội!
121399,9,8,9,5,1,Giá cả hợp lý!
136744,0,6,5,9,3,Giá quá đắt!
93513,8,4,6,1,1,Không ngon!
53590,2,10,1,3,1,Giá quá đắt!
38503,0,3,6,1,7,Không gian chật chội!
54004,3,0,1,1,5,Không ngon!
67535,6,9,1,3,9,Dịch vụ kém!
109433,9,0,0,9,2,Dịch vụ kém!
117323,5,7,6,9,10,Rất hài lòng!
22190,4,10,8,8,6,Rất hài lòng!
111346,5,9,8,6,5,Giá cả hợp lý!
139086,5,0,1,10,7,Giá quá đắt!
68804,3,1,1,7,5,Dịch vụ kém!
63267,2,8,0,5,6,Giá quá đắt!
92084,7,8,0,8,2,Không ngon!
109575,6,10,3,8,1,Không hài lòng!
1634,3,6,1,9,1,Dịch vụ kém!
118043,5,7,8,2,9,Rất hài lòng!
50545,2,7,0,7,8,Không gian chật chội!
72869,6,3,5,0,1,Không hài lòng!
134468,7,9,5,7,6,Không gian đẹp!
63813,2,3,1,0,2,Không ngon!
109339,7,1,4,10,3,Giá quá đắt!
10205,10,7,9,7,2,Dịch vụ tuyệt vời!
113373,3,6,7,4,3,Không ngon!
46867,7,6,7,10,1,Dịch vụ tuyệt vời!
105002,4,7,0,8,3,Không hài lòng!
67693,0,9,7,6,0,Giá quá đắt!
58867,0,4,5,0,4,Dịch vụ kém!
82302,5,3,9,0,4,Không ngon!
88525,4,0,0,5,3,Không gian chật chội!
85713,8,9,10,2,3,Dịch vụ tuyệt vời!
75446,5,6,9,3,0,Không hài lòng!
130895,2,9,3,7,7,Dịch vụ kém!
142609,7,5,7,0,1,Không hài lòng!
201,2,5,7,7,7,Không hài lòng!
27364,4,6,4,1,2,Không ngon!
90974,7,0,1,4,3,Không ngon!
10391,4,6,9,2,5,Không ngon!
98860,8,7,9,9,9,Giá cả hợp lý!
133855,3,0,6,9,8,Không ngon!
65326,3,3,6,10,9,Dịch vụ tuyệt vời!
52940,3,2,1,0,3,Không gian chật chội!
30724,8,1,0,6,2,Không hài lòng!
18575,6,2,7,0,6,Dịch vụ kém!
68979,7,2,1,0,8,Không hài lòng!
82317,3,10,3,1,2,Không gian chật chội!
58022,1,10,2,1,8,Không hài lòng!
82223,6,1,8,2,3,Dịch vụ kém!
130307,5,0,7,1,9,Dịch vụ kém!
73459,7,9,8,10,9,Không gian đẹp!
110103,5,8,3,2,10,Không gian chật chội!
131595,0,4,1,1,2,Không gian chật chội!
57586,6,3,5,3,9,Không ngon!
58484,10,9,8,4,9,"Ngon, sẽ quay lại!"
93939,10,10,6,8,8,Rất hài lòng!
76395,0,0,3,4,10,Không ngon!
115592,9,1,1,8,5,Không hài lòng!
94730,2,9,3,3,0,Không hài lòng!
17124,3,9,10,0,5,Không hài lòng!
131873,3,0,0,0,5,Không gian chật chội!
147679,5,10,6,10,4,"Ngon, sẽ quay lại!"
64180,2,3,2,8,2,Dịch vụ kém!
87173,1,7,9,6,0,Dịch vụ kém!
131078,4,6,4,1,3,Không gian chật chội!
108561,9,3,1,2,8,Không gian chật chội!
30518,9,0,0,0,7,Giá quá đắt!
112741,2,6,3,1,2,Không ngon!
25159,3,9,4,0,9,Không gian chật chội!
23383,1,10,3,10,4,Dịch vụ kém!
139310,10,2,0,7,6,Không gian chật chội!
39077,9,5,6,9,8,Rất hài lòng!
57484,10,3,0,5,9,Không gian chật chội!
57167,4,8,7,10,10,Không gian đẹp!
1329,10,10,7,2,3,Giá cả hợp lý!
61621,5,10,9,4,6,Rất hài lòng!
3471,6,4,4,7,10,"Ngon, sẽ quay lại!"
64575,2,8,1,7,10,Không gian chật chội!
145792,3,10,0,10,10,Rất hài lòng!
13300,7,2,5,1,1,Dịch vụ kém!
49490,10,3,5,4,0,Không gian chật chội!
51755,0,1,5,0,0,Không hài lòng!
100520,9,7,7,3,9,Dịch vụ tuyệt vời!
148931,5,1,9,0,3,Không ngon!
105224,9,7,7,4,10,"Ngon, sẽ quay lại!"
136506,3,5,10,4,4,Không gian chật chội!
86013,3,1,8,5,4,Dịch vụ kém!
135195,0,0,6,0,3,Không ngon!
28779,5,8,3,4,1,Không ngon!
77174,8,6,3,7,7,Không gian đẹp!
87403,3,5,6,2,9,Dịch vụ kém!
121397,10,8,8,7,9,"Ngon, sẽ quay lại!"
54332,9,1,4,10,8,Rất hài lòng!
101399,7,2,1,6,0,Không hài lòng!
33656,3,7,10,5,7,"Ngon, sẽ quay lại!"
80469,4,3,7,7,10,Không gian đẹp!
89793,8,8,1,4,4,Không hài lòng!
56994,1,3,8,6,8,Giá quá đắt!
77852,4,1,0,1,2,Không hài lòng!
119430,2,10,4,3,1,Không hài lòng!
84109,0,5,7,1,4,Không hài lòng!
119718,4,1,2,9,8,Không ngon!
138723,5,5,4,4,2,Dịch vụ kém!
23798,7,4,3,0,2,Không gian chật chội!
109097,10,4,3,0,5,Không gian chật chội!
22033,6,10,6,0,1,Không hài lòng!
48280,7,1,1,3,9,Giá quá đắt!
96192,10,8,4,6,1,Không gian chật chội!
113358,9,5,10,1,6,"Ngon, sẽ quay lại!"
33655,0,8,3,6,1,Dịch vụ kém!
118571,1,3,3,6,6,Không gian chật chội!
116003,1,10,9,3,2,Không ngon!
45966,3,9,10,7,9,Rất hài lòng!
94078,2,3,4,7,0,Không hài lòng!
31089,4,2,10,9,9,Không gian đẹp!
98524,2,4,0,2,7,Không hài lòng!
81347,10,0,9,4,5,Không ngon!
122925,1,0,4,8,4,Không hài lòng!
127948,2,8,8,10,0,Không gian chật chội!
719,9,8,2,1,6,Không hài lòng!
42458,3,10,4,7,2,Giá quá đắt!
59026,0,9,1,4,2,Không hài lòng!
60986,3,6,1,0,0,Dịch vụ kém!
15493,7,8,2,0,3,Không ngon!
145052,8,7,9,6,1,Giá cả hợp lý!
1764,6,1,2,6,3,Dịch vụ kém!
118886,6,4,9,10,0,Giá quá đắt!
60204,1,2,9,7,10,Không hài lòng!
36269,0,3,2,1,6,Không gian chật chội!
