MaSoThe,MaKhachHang,NgayLap,LoaiThe,TinhTrangThe,DiemTichLuy
696,27941,2023-09-07,Member,Active,0
697,88282,2023-02-13,Member,Active,0
698,73793,2023-08-30,Member,Active,0
699,91697,2023-09-13,Member,Active,0
700,38647,2023-02-27,Member,Active,0
701,40816,2023-04-26,Member,Active,0
702,57950,2023-08-21,Member,Active,0
703,98007,2023-02-11,Member,Active,0
704,36919,2023-06-29,Member,Active,0
705,63834,2023-03-23,Member,Active,0
706,65413,2023-03-22,Member,Active,0
707,99558,2023-07-11,Member,Active,0
708,1408,2023-05-22,Member,Active,0
709,84334,2023-11-29,Member,Active,0
710,66731,2023-09-22,Member,Active,0
711,84780,2023-04-29,Member,Active,0
712,16815,2023-04-09,Member,Active,0
713,90291,2023-12-19,Member,Active,0
714,68586,2023-02-18,Member,Active,0
715,1330,2023-05-23,Member,Active,0
716,41459,2023-08-03,Member,Active,0
717,65776,2023-06-07,Member,Active,0
718,83113,2023-11-16,Member,Active,0
719,9866,2023-10-19,Member,Active,0
720,65705,2023-01-10,Member,Active,0
721,7706,2023-09-03,Member,Active,0
722,95968,2023-12-11,Member,Active,0
723,74745,2023-10-23,Member,Active,0
724,2333,2023-01-29,Member,Active,0
725,10765,2023-06-12,Member,Active,0
726,95728,2023-04-29,Member,Active,0
727,85310,2023-05-02,Member,Active,0
728,18274,2023-10-26,Member,Active,0
729,39507,2023-08-20,Member,Active,0
730,71184,2023-02-12,Member,Active,0
731,65632,2023-04-09,Member,Active,0
732,50942,2023-04-20,Member,Active,0
733,87870,2023-12-28,Member,Active,0
734,80019,2023-12-02,Member,Active,0
735,24131,2023-07-03,Member,Active,0
736,74296,2023-12-20,Member,Active,0
737,90778,2023-10-18,Member,Active,0
738,45274,2023-11-02,Member,Active,0
739,84765,2023-03-12,Member,Active,0
740,68232,2023-05-25,Member,Active,0
741,88220,2023-01-11,Member,Active,0
742,12850,2023-11-06,Member,Active,0
743,19483,2023-09-06,Member,Active,0
744,83041,2023-10-09,Member,Active,0
745,64773,2023-11-20,Member,Active,0
746,40903,2023-01-11,Member,Active,0
747,12588,2023-12-12,Member,Active,0
748,9833,2023-11-26,Member,Active,0
749,92484,2023-12-18,Member,Active,0
750,46338,2023-08-09,Member,Active,0
751,67699,2023-08-24,Member,Active,0
752,19170,2023-07-20,Member,Active,0
753,31317,2023-09-06,Member,Active,0
754,71101,2023-12-18,Member,Active,0
755,1627,2023-02-11,Member,Active,0
756,39371,2023-08-09,Member,Active,0
757,6079,2023-06-11,Member,Active,0
758,47021,2023-03-07,Member,Active,0
759,14316,2023-10-08,Member,Active,0
760,1420,2023-12-25,Member,Active,0
761,58675,2023-06-15,Member,Active,0
762,45224,2023-02-25,Member,Active,0
763,7343,2023-03-19,Member,Active,0
764,24984,2023-07-02,Member,Active,0
765,72855,2023-05-25,Member,Active,0
766,3629,2023-07-14,Member,Active,0
767,98265,2023-05-15,Member,Active,0
768,37285,2023-03-25,Member,Active,0
769,5981,2023-01-29,Member,Active,0
770,76265,2023-12-14,Member,Active,0
771,67648,2023-08-13,Member,Active,0
772,77312,2023-06-03,Member,Active,0
773,81854,2023-06-24,Member,Active,0
774,97592,2023-05-10,Member,Active,0
775,17906,2023-03-16,Member,Active,0
776,96971,2023-07-12,Member,Active,0
777,56147,2023-05-26,Member,Active,0
778,54799,2023-09-20,Member,Active,0
779,20278,2023-12-23,Member,Active,0
780,96867,2023-03-25,Member,Active,0
781,42234,2023-05-27,Member,Active,0
782,46463,2023-02-26,Member,Active,0
783,562,2023-03-12,Member,Active,0
784,14387,2023-05-05,Member,Active,0
785,42365,2023-06-22,Member,Active,0
786,39060,2023-08-11,Member,Active,0
787,80394,2023-03-06,Member,Active,0
788,17523,2023-07-12,Member,Active,0
789,28206,2023-04-19,Member,Active,0
790,35275,2023-07-30,Member,Active,0
791,64598,2023-01-24,Member,Active,0
792,30895,2023-10-19,Member,Active,0
793,19661,2023-07-31,Member,Active,0
794,75971,2023-01-22,Member,Active,0
795,31752,2023-04-23,Member,Active,0
796,64898,2023-11-01,Member,Active,0
797,59421,2023-03-21,Member,Active,0
798,7646,2023-01-12,Member,Active,0
799,81102,2023-01-04,Member,Active,0
800,66488,2023-12-20,Member,Active,0
801,25028,2023-04-21,Member,Active,0
802,36330,2023-08-04,Member,Active,0
803,20455,2023-06-21,Member,Active,0
804,99855,2023-09-07,Member,Active,0
805,71895,2023-05-16,Member,Active,0
806,72526,2023-08-18,Member,Active,0
807,21910,2023-12-05,Member,Active,0
808,30439,2023-05-27,Member,Active,0
809,54156,2023-02-28,Member,Active,0
810,61664,2023-03-18,Member,Active,0
811,91874,2023-06-03,Member,Active,0
812,55363,2023-05-15,Member,Active,0
813,30385,2023-08-27,Member,Active,0
814,24644,2023-04-09,Member,Active,0
815,36550,2023-12-17,Member,Active,0
816,92867,2023-04-04,Member,Active,0
817,43754,2023-09-25,Member,Active,0
818,25077,2023-08-18,Member,Active,0
819,76422,2023-05-21,Member,Active,0
820,39878,2023-09-10,Member,Active,0
821,92032,2023-05-13,Member,Active,0
822,6814,2023-08-23,Member,Active,0
823,59953,2023-03-21,Member,Active,0
824,29739,2023-12-11,Member,Active,0
825,48314,2023-12-28,Member,Active,0
826,75399,2023-10-03,Member,Active,0
827,26893,2023-12-29,Member,Active,0
828,40449,2023-04-18,Member,Active,0
829,83709,2023-04-06,Member,Active,0
830,26990,2023-09-18,Member,Active,0
831,56310,2023-05-06,Member,Active,0
832,72889,2023-07-11,Member,Active,0
833,22682,2023-02-05,Member,Active,0
834,78785,2023-10-03,Member,Active,0
835,23993,2023-05-28,Member,Active,0
836,67242,2023-06-02,Member,Active,0
837,50118,2023-10-21,Member,Active,0
838,10890,2023-02-23,Member,Active,0
839,74573,2023-05-12,Member,Active,0
840,62212,2023-01-23,Member,Active,0
841,33866,2023-05-01,Member,Active,0
842,27540,2023-12-29,Member,Active,0
843,2145,2023-06-09,Member,Active,0
844,82365,2023-09-22,Member,Active,0
845,32248,2023-06-10,Member,Active,0
846,95871,2023-02-20,Member,Active,0
847,88263,2023-02-16,Member,Active,0
848,551,2023-01-30,Member,Active,0
849,40282,2023-02-03,Member,Active,0
850,3952,2023-11-05,Member,Active,0
851,57376,2023-02-26,Member,Active,0
852,38227,2023-08-18,Member,Active,0
853,31080,2023-01-10,Member,Active,0
854,72303,2023-05-11,Member,Active,0
855,75858,2023-11-09,Member,Active,0
856,83435,2023-12-13,Member,Active,0
857,24858,2023-12-27,Member,Active,0
858,41110,2023-01-26,Member,Active,0
859,62639,2023-01-22,Member,Active,0
860,22716,2023-10-18,Member,Active,0
861,90872,2023-04-25,Member,Active,0
862,41711,2023-07-18,Member,Active,0
863,80852,2023-10-10,Member,Active,0
864,16269,2023-07-09,Member,Active,0
865,426,2023-09-29,Member,Active,0
866,70975,2023-01-31,Member,Active,0
867,23488,2023-10-02,Member,Active,0
868,14788,2023-02-27,Member,Active,0
869,68273,2023-02-07,Member,Active,0
870,95104,2023-06-08,Member,Active,0
871,14426,2023-05-22,Member,Active,0
872,28083,2023-05-09,Member,Active,0
873,1675,2023-09-04,Member,Active,0
874,34423,2023-04-06,Member,Active,0
875,40229,2023-11-04,Member,Active,0
876,15861,2023-01-23,Member,Active,0
877,17406,2023-08-01,Member,Active,0
878,41295,2023-12-10,Member,Active,0
879,93015,2023-02-11,Member,Active,0
880,78244,2023-01-23,Member,Active,0
881,25575,2023-05-27,Member,Active,0
882,33574,2023-09-28,Member,Active,0
883,19174,2023-12-16,Member,Active,0
884,56918,2023-02-04,Member,Active,0
885,97601,2023-06-16,Member,Active,0
886,31845,2023-04-18,Member,Active,0
887,55739,2023-05-07,Member,Active,0
888,17038,2023-02-03,Member,Active,0
889,44961,2023-08-10,Member,Active,0
890,54659,2023-05-20,Member,Active,0
891,99344,2023-08-09,Member,Active,0
892,54638,2023-07-27,Member,Active,0
893,18057,2023-02-17,Member,Active,0
894,1010,2023-02-25,Member,Active,0
895,97754,2023-03-15,Member,Active,0
896,88965,2023-03-03,Member,Active,0
897,72777,2023-03-05,Member,Active,0
898,49527,2023-12-03,Member,Active,0
899,3088,2023-01-18,Member,Active,0
900,27069,2023-03-09,Member,Active,0
901,20523,2023-10-18,Member,Active,0
902,36576,2023-09-21,Member,Active,0
903,71310,2023-04-18,Member,Active,0
904,83599,2023-06-10,Member,Active,0
905,67233,2023-01-25,Member,Active,0
906,59998,2023-02-28,Member,Active,0
907,95485,2023-08-28,Member,Active,0
908,57247,2023-08-20,Member,Active,0
909,38526,2023-08-01,Member,Active,0
910,48520,2023-06-14,Member,Active,0
911,60090,2023-05-05,Member,Active,0
912,92124,2023-05-01,Member,Active,0
913,4716,2023-04-14,Member,Active,0
914,86658,2023-08-24,Member,Active,0
915,4733,2023-08-18,Member,Active,0
916,93981,2023-08-03,Member,Active,0
917,99280,2023-05-31,Member,Active,0
918,49523,2023-04-02,Member,Active,0
919,51057,2023-12-09,Member,Active,0
920,36022,2023-12-27,Member,Active,0
921,41690,2023-04-30,Member,Active,0
922,28898,2023-11-02,Member,Active,0
923,39080,2023-10-16,Member,Active,0
924,60853,2023-02-02,Member,Active,0
925,74460,2023-09-21,Member,Active,0
926,44865,2023-12-05,Member,Active,0
927,86872,2023-11-18,Member,Active,0
928,13867,2023-12-15,Member,Active,0
929,65858,2023-11-18,Member,Active,0
930,77817,2023-07-20,Member,Active,0
931,44675,2023-07-25,Member,Active,0
932,99679,2023-03-21,Member,Active,0
933,38322,2023-09-12,Member,Active,0
934,90681,2023-05-14,Member,Active,0
935,37662,2023-05-09,Member,Active,0
936,56323,2023-05-14,Member,Active,0
937,75810,2023-07-18,Member,Active,0
938,67127,2023-10-17,Member,Active,0
939,98646,2023-04-22,Member,Active,0
940,73422,2023-12-29,Member,Active,0
941,54915,2023-01-08,Member,Active,0
942,81381,2023-06-12,Member,Active,0
943,52905,2023-11-15,Member,Active,0
944,7358,2023-08-04,Member,Active,0
945,70684,2023-05-13,Member,Active,0
946,90487,2023-03-16,Member,Active,0
947,21869,2023-11-26,Member,Active,0
948,5515,2023-04-19,Member,Active,0
949,47261,2023-11-06,Member,Active,0
950,90150,2023-11-23,Member,Active,0
951,4238,2023-06-25,Member,Active,0
952,87228,2023-03-16,Member,Active,0
953,69307,2023-12-11,Member,Active,0
954,2697,2023-06-30,Member,Active,0
955,15834,2023-11-16,Member,Active,0
956,71957,2023-10-05,Member,Active,0
957,71432,2023-11-30,Member,Active,0
958,2176,2023-04-03,Member,Active,0
959,23930,2023-05-26,Member,Active,0
960,52753,2023-08-17,Member,Active,0
961,71581,2023-08-07,Member,Active,0
962,95360,2023-05-31,Member,Active,0
963,38409,2023-01-04,Member,Active,0
964,83727,2023-06-06,Member,Active,0
965,46618,2023-06-13,Member,Active,0
966,63340,2023-06-15,Member,Active,0
967,54374,2023-02-07,Member,Active,0
968,40708,2023-08-11,Member,Active,0
969,6751,2023-02-13,Member,Active,0
970,87035,2023-05-07,Member,Active,0
971,55628,2023-06-16,Member,Active,0
972,14117,2023-04-01,Member,Active,0
973,46431,2023-08-16,Member,Active,0
974,29062,2023-10-08,Member,Active,0
975,98143,2023-11-16,Member,Active,0
976,65940,2023-02-13,Member,Active,0
977,61350,2023-01-01,Member,Active,0
978,25358,2023-02-14,Member,Active,0
979,41315,2023-04-17,Member,Active,0
980,88545,2023-05-25,Member,Active,0
981,46970,2023-10-13,Member,Active,0
982,72958,2023-09-02,Member,Active,0
983,89256,2023-07-17,Member,Active,0
984,13580,2023-08-03,Member,Active,0
985,76866,2023-11-18,Member,Active,0
986,28467,2023-10-06,Member,Active,0
987,21221,2023-04-23,Member,Active,0
988,55980,2023-05-13,Member,Active,0
989,77059,2023-09-06,Member,Active,0
990,58073,2023-11-22,Member,Active,0
991,75705,2023-05-25,Member,Active,0
992,71482,2023-04-06,Member,Active,0
993,75003,2023-10-06,Member,Active,0
994,61456,2023-06-15,Member,Active,0
995,5968,2023-02-09,Member,Active,0
996,90760,2023-03-31,Member,Active,0
997,84967,2023-03-05,Member,Active,0
998,98023,2023-02-04,Member,Active,0
999,47387,2023-07-03,Member,Active,0
1000,22592,2023-03-03,Member,Active,0
1001,55651,2023-06-18,Member,Active,0
1002,41509,2023-05-10,Member,Active,0
1003,14751,2023-06-30,Member,Active,0
1004,29870,2023-03-24,Member,Active,0
1005,3467,2023-04-29,Member,Active,0
1006,70924,2023-11-19,Member,Active,0
1007,89238,2023-07-30,Member,Active,0
1008,11079,2023-08-16,Member,Active,0
1009,53469,2023-06-01,Member,Active,0
1010,15268,2023-04-24,Member,Active,0
1011,17381,2023-08-29,Member,Active,0
1012,59783,2023-03-03,Member,Active,0
1013,85434,2023-03-10,Member,Active,0
1014,51396,2023-12-14,Member,Active,0
1015,24062,2023-04-16,Member,Active,0
1016,77944,2023-06-09,Member,Active,0
1017,72468,2023-09-30,Member,Active,0
1018,17328,2023-12-06,Member,Active,0
1019,4171,2023-02-25,Member,Active,0
1020,69548,2023-03-01,Member,Active,0
1021,4139,2023-07-21,Member,Active,0
1022,48374,2023-03-28,Member,Active,0
1023,14687,2023-01-15,Member,Active,0
1024,94369,2023-06-03,Member,Active,0
1025,19770,2023-11-03,Member,Active,0
1026,9882,2023-10-24,Member,Active,0
1027,56432,2023-11-16,Member,Active,0
1028,56915,2023-02-15,Member,Active,0
1029,309,2023-01-01,Member,Active,0
1030,57440,2023-09-23,Member,Active,0
1031,98402,2023-05-28,Member,Active,0
1032,40872,2023-05-26,Member,Active,0
1033,81095,2023-07-04,Member,Active,0
1034,79840,2023-06-23,Member,Active,0
1035,35021,2023-02-18,Member,Active,0
1036,21844,2023-12-31,Member,Active,0
1037,70092,2023-08-07,Member,Active,0
1038,62638,2023-09-25,Member,Active,0
1039,75416,2023-04-08,Member,Active,0
1040,93467,2023-07-18,Member,Active,0
1041,77392,2023-02-22,Member,Active,0
1042,94386,2023-12-10,Member,Active,0
1043,79748,2023-10-12,Member,Active,0
1044,3461,2023-10-22,Member,Active,0
1045,60261,2023-03-02,Member,Active,0
1046,88616,2023-06-22,Member,Active,0
1047,57469,2023-04-02,Member,Active,0
1048,75920,2023-05-03,Member,Active,0
1049,80291,2023-08-15,Member,Active,0
1050,36433,2023-09-27,Member,Active,0
1051,87715,2023-05-30,Member,Active,0
1052,67198,2023-06-14,Member,Active,0
1053,32025,2023-07-10,Member,Active,0
1054,58421,2023-10-29,Member,Active,0
1055,31332,2023-01-22,Member,Active,0
1056,56604,2023-05-31,Member,Active,0
1057,72061,2023-07-04,Member,Active,0
1058,47776,2023-01-25,Member,Active,0
1059,69725,2023-05-25,Member,Active,0
1060,24106,2023-01-23,Member,Active,0
1061,12841,2023-01-07,Member,Active,0
1062,92468,2023-05-20,Member,Active,0
1063,34727,2023-08-27,Member,Active,0
1064,10906,2023-04-11,Member,Active,0
1065,91059,2023-04-28,Member,Active,0
1066,20896,2023-07-05,Member,Active,0
1067,51866,2023-02-07,Member,Active,0
1068,81753,2023-09-15,Member,Active,0
1069,14808,2023-05-11,Member,Active,0
1070,24686,2023-03-31,Member,Active,0
1071,6728,2023-11-07,Member,Active,0
1072,96290,2023-09-19,Member,Active,0
1073,87127,2023-08-29,Member,Active,0
1074,37399,2023-06-03,Member,Active,0
1075,24314,2023-07-02,Member,Active,0
1076,98866,2023-12-04,Member,Active,0
1077,37200,2023-02-20,Member,Active,0
1078,42086,2023-07-20,Member,Active,0
1079,36104,2023-07-21,Member,Active,0
1080,40749,2023-09-18,Member,Active,0
1081,72408,2023-08-07,Member,Active,0
1082,12659,2023-01-22,Member,Active,0
1083,42496,2023-08-03,Member,Active,0
1084,87780,2023-02-28,Member,Active,0
1085,77482,2023-05-11,Member,Active,0
1086,37724,2023-06-12,Member,Active,0
1087,40755,2023-07-31,Member,Active,0
1088,78017,2023-08-02,Member,Active,0
1089,70075,2023-04-10,Member,Active,0
1090,6241,2023-02-01,Member,Active,0
1091,97331,2023-03-08,Member,Active,0
1092,73317,2023-06-21,Member,Active,0
1093,78192,2023-07-03,Member,Active,0
1094,46589,2023-10-14,Member,Active,0
1095,77347,2023-12-24,Member,Active,0
1096,70539,2023-05-31,Member,Active,0
1097,75169,2023-08-08,Member,Active,0
1098,777,2023-03-26,Member,Active,0
1099,4076,2023-02-14,Member,Active,0
1100,85292,2023-05-14,Member,Active,0
1101,90115,2023-10-22,Member,Active,0
1102,32152,2023-02-23,Member,Active,0
1103,14694,2023-08-10,Member,Active,0
1104,43298,2023-10-12,Member,Active,0
1105,18944,2023-10-17,Member,Active,0
1106,62378,2023-06-07,Member,Active,0
1107,85632,2023-05-03,Member,Active,0
1108,35357,2023-04-01,Member,Active,0
1109,41795,2023-10-17,Member,Active,0
1110,97595,2023-01-15,Member,Active,0
1111,60354,2023-03-07,Member,Active,0
1112,5193,2023-06-23,Member,Active,0
1113,24375,2023-07-16,Member,Active,0
1114,23463,2023-03-30,Member,Active,0
1115,4148,2023-03-24,Member,Active,0
1116,52559,2023-07-31,Member,Active,0
1117,49772,2023-06-06,Member,Active,0
1118,22018,2023-04-16,Member,Active,0
1119,13901,2023-12-19,Member,Active,0
1120,82492,2023-10-13,Member,Active,0
1121,96845,2023-03-06,Member,Active,0
1122,94677,2023-01-22,Member,Active,0
1123,39910,2023-07-10,Member,Active,0
1124,30731,2023-12-26,Member,Active,0
1125,19472,2023-09-16,Member,Active,0
1126,309,2023-01-29,Member,Active,0
1127,41898,2023-08-05,Member,Active,0
1128,22,2023-09-13,Member,Active,0
1129,84977,2023-02-19,Member,Active,0
1130,58144,2023-08-06,Member,Active,0
1131,80683,2023-10-03,Member,Active,0
1132,15500,2023-10-15,Member,Active,0
1133,38623,2023-11-26,Member,Active,0
1134,14562,2023-05-29,Member,Active,0
1135,72092,2023-12-20,Member,Active,0
1136,3430,2023-06-25,Member,Active,0
1137,85933,2023-03-06,Member,Active,0
1138,9885,2023-01-06,Member,Active,0
1139,35276,2023-12-04,Member,Active,0
1140,6617,2023-03-25,Member,Active,0
1141,78838,2023-11-04,Member,Active,0
1142,64682,2023-09-13,Member,Active,0
1143,15863,2023-01-17,Member,Active,0
1144,48003,2023-08-04,Member,Active,0
1145,32710,2023-08-22,Member,Active,0
1146,56814,2023-09-04,Member,Active,0
1147,57467,2023-12-26,Member,Active,0
1148,20216,2023-07-02,Member,Active,0
1149,52099,2023-06-17,Member,Active,0
1150,36856,2023-05-31,Member,Active,0
1151,23092,2023-06-09,Member,Active,0
1152,60598,2023-11-24,Member,Active,0
1153,34945,2023-04-11,Member,Active,0
1154,50540,2023-04-04,Member,Active,0
1155,9131,2023-03-05,Member,Active,0
1156,39441,2023-01-30,Member,Active,0
1157,9403,2023-05-05,Member,Active,0
1158,47930,2023-01-23,Member,Active,0
1159,85011,2023-02-26,Member,Active,0
1160,62497,2023-01-22,Member,Active,0
1161,91010,2023-12-03,Member,Active,0
1162,81596,2023-08-16,Member,Active,0
1163,87094,2023-06-14,Member,Active,0
1164,28561,2023-12-26,Member,Active,0
1165,33588,2023-06-30,Member,Active,0
1166,15920,2023-12-10,Member,Active,0
1167,1416,2023-05-17,Member,Active,0
1168,43646,2023-11-04,Member,Active,0
1169,61590,2023-07-30,Member,Active,0
1170,42784,2023-07-18,Member,Active,0
1171,49699,2023-01-01,Member,Active,0
1172,62347,2023-10-02,Member,Active,0
1173,42574,2023-06-27,Member,Active,0
1174,40636,2023-06-08,Member,Active,0
1175,13609,2023-12-02,Member,Active,0
1176,29111,2023-12-16,Member,Active,0
1177,30900,2023-07-13,Member,Active,0
1178,51007,2023-10-06,Member,Active,0
1179,46098,2023-12-12,Member,Active,0
1180,69725,2023-09-25,Member,Active,0
1181,51413,2023-07-12,Member,Active,0
1182,38736,2023-01-26,Member,Active,0
1183,84596,2023-06-13,Member,Active,0
1184,31089,2023-05-18,Member,Active,0
1185,40238,2023-11-23,Member,Active,0
1186,86642,2023-11-23,Member,Active,0
1187,82319,2023-05-24,Member,Active,0
1188,2750,2023-10-06,Member,Active,0
1189,48670,2023-06-08,Member,Active,0
1190,36894,2023-04-22,Member,Active,0
1191,50996,2023-06-02,Member,Active,0
1192,79603,2023-04-22,Member,Active,0
1193,62782,2023-05-11,Member,Active,0
1194,54081,2023-01-30,Member,Active,0
1195,4414,2023-07-28,Member,Active,0
1196,22907,2023-01-21,Member,Active,0
1197,65652,2023-06-16,Member,Active,0
1198,15697,2023-06-06,Member,Active,0
1199,68302,2023-09-08,Member,Active,0
1200,27778,2023-03-08,Member,Active,0
1201,2269,2023-02-28,Member,Active,0
1202,37499,2023-03-19,Member,Active,0
1203,86161,2023-11-15,Member,Active,0
1204,39754,2023-07-14,Member,Active,0
1205,78283,2023-06-23,Member,Active,0
1206,52816,2023-05-02,Member,Active,0
1207,50177,2023-05-22,Member,Active,0
1208,25347,2023-12-09,Member,Active,0
1209,23199,2023-03-24,Member,Active,0
1210,21407,2023-06-11,Member,Active,0
1211,83903,2023-01-06,Member,Active,0
1212,8050,2023-03-14,Member,Active,0
1213,54519,2023-04-17,Member,Active,0
1214,73638,2023-05-25,Member,Active,0
1215,73821,2023-02-28,Member,Active,0
1216,6626,2023-03-16,Member,Active,0
